"La maitresse d'école Marie-toi pas, Nicolas ","Légaré, Ovila, 1901-1978",1930,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1087
"La maîtresse d'école et, Marie-toi pas, Nicolas ; Faut pas se faire de bile, &, Mon cousin, ma cousine ","Légaré, Ovila, 1901-1978",1931,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1088
Malgré moi  [enregistrement sonore] ,"Dalberty, Charles",1920,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1089
Malgré moi Le crucifix ,"Saucier, Joseph, 1869-1941","1920, 1905","1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1090
Malgré tes serments  [enregistrement sonore] ,"Pellerin, Hector, 1887-1953",1920,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1091
"Mam'zelle Montréal sur l'air de ""Baby blue eyes"" ","St-Jacques, Gaston, ca 1897-ca 1940",1923,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1092
Mam'zelle Mugette  [enregistrement sonore] ,"Pellerin, Hector, 1887-1953",1918,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1093
"Maman, c'est toi que j'aime Annette valse ","Lamarre, André",1943,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1094
Maman  [enregistrement sonore] ,Merle rouge (Musicien),1936,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1095
"Maman du film ""Les deux gamines"" ","Aubert, Jacques, musicien",1942,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1096
Les mamans maudissent la guerre Anniversary waltz ,"Parent, Lionel, 1905-1980",1942,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1097
Manon Ah! fuyez douce image ,"Massenet, Jules, 1842-1912",1923,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1098
"Manon Ah fuyez, douce image ","Massenet, Jules, 1842-1912",1921,"1 disque : analogique, 80 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1099
"Le marchand d'étoiles sur l'air de ""Japanese sandman"" ","Pellerin, Hector, 1887-1953",1920,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1100
Le marchand d'étoiles The Japanese sandman ,"Pellerin, Hector, 1887-1953",1921,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1101
Marche [du] Mont Saint-Louis Mont St. Louis march ; Valse Valois = Valse Valois [i.e. Valois waltz] ,"Latour, Tezraf, 1888-1932",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1102
Marche Boulanger en revenant de la revue ,"Duprato, Henry",1918,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1103
Marche de Ste-Geneviève Clog de Pariseau ,"Montmarquette, Alfred, 1871-1944",1928,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1104
"Marche de Ste-Geneviève ,et, Reel de Berthier ; Reel de Sorel, et, Reel de Mon[t]marquette ","Montmarquette, Alfred, 1871-1944",1928,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1105
Marche des marchands de fruits Fruit peddlers' march ; Ma petite chemise : danse carrée = My little shirt ,Trio Lacroix,1930,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1106
Marche du 64ème bataillon Marche des Trois-Rivières ,"Montmarquette, Alfred, 1871-1944",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1107
Marche du triomphe  [enregistrement sonore] ,"Cailliet, Lucien, 1891-1984",1918,"1 disque : analogique, 80 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1108
Marche Sir Wilfrid Laurier Reel de Châteauguay ,"Allard, Joseph, 1873-1947",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1109
Marche souvenir du tricentenaire des Trois-Rivières Tu voudrais me voir pleurer : valse hésitation ,"Huot, Ludovic, 1897-1968",1934,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1110
Marche St-Jean Valse des bébés ,"Montmarquette, Alfred, 1871-1944",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1111
Mardi-gras à la campagne  [enregistrement sonore] ,"Légaré, Ovila, 1901-1978",1928,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1112
Margharita valse chantée ,"Cartier, Jean",1927,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1113
Margot reste au village  [enregistrement sonore] ,"Belleval, J.F. de (Joséphat Fournier de)",1923,"1 disque : analogique, 80 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1114
Un mariage d'oiseaux Souvenir du jeune âge ,"Saucier, Joseph, 1869-1941","1920, 1905","1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1115
Le mariage des roses Reste petite ,"Franck, César, 1822-1890",1926,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1116
Marianina  [enregistrement sonore] ,"Beauchemin, Georges, 1891-1957",1931,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1117
Marianne s'en va-t-au moulin Au clair de la lune ,"Robidoux, Fernand, 1920-1998",1946,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1118
Marianne s'en va-t-au moulin La bonne aventure ,"Lapierre, Arthur","1942, 1928","1 disque : analogique, 78 r/min ; 18 cm",http://collections.banq.qc.ca/ark:/52327/1119
Marie-Laurence Maria Mia ,"L'Herbier, Robert, 1921-2008",1948,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1120
"Marie-Madeleine En pli, en plein ","Légaré, Ovila, 1901-1978",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1121
Marie ta fille La Korentina ,"Botrel, Théodore, 1868-1925",1922,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1122
Marie ta fille Par le petit doigt ,"Quesnel, Simone, 1911-1987",1941,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1123
Mariez-vous donc  [enregistrement sonore] ,"Beauchemin, Georges, 1891-1957",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1124
"Marinella du film ""Marinella"" ","Huot, Ludovic, 1897-1968",1936,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1125
La Marseillaise [Viens avec nous petit] : La vivandière ,"Rouget de Lisle, Claude Joseph, 1760-1836",1920,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1126
La Marseillaise de l'habitant  [enregistrement sonore] ,"Marchand, Charles, 1890-1930",1925,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1127
Martin la grande barbe Il est en âge ,"Daignault, Eugène, 1895-1960",1929,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1128
Mary Lou  [enregistrement sonore] ,"Rochon, Odilon",1926,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1129
Master Brown Chansons [sic] aux nuages ,"Robidoux, Fernand, 1920-1998",1949,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1130
Menteuse chérie Chanson de l'adieu ,"Massenet, Jules, 1842-1912",1918,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1131
La messe de minuit  [enregistrement sonore] ,"Rey-Duzil, Mme",1922,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1132
Meunier tu dors Fais dodo ,"Sauvé, Georges, 1905-1980",1943,"1 disque : analogique, 78 r/min ; 18 cm",http://collections.banq.qc.ca/ark:/52327/1133
Mexicali rose (en français) ,"Huot, Ludovic, 1897-1968",1938,"1 disque : analogique, 78 r/min ; 25 cm",http://collections.banq.qc.ca/ark:/52327/1134
